"Date","Invocation","Log"
"15/01/2026 19:59:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Noël+sanglant+-+Ded+Moroz_+Le+secret+d'état+-+Sylvain+Johnson.epub'"
"15/01/2026 19:59:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Noël+sanglant+-+Hoteiosho+-+L'île+aux+sacrifices+-+Johnson,+Sylvain.epub'"
"15/01/2026 19:59:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Noël+sanglant+-+Hoteiosho+-+L'île+aux+sacrifices+-+Johnson,+Sylvain(1).epub'"
"15/01/2026 19:59:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Pires+Mères+de+l’Histoire,+Les+-+Louise-Marie+Libert.epub'"
"15/01/2026 19:59:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Prédateurs+-+le+cerbère+-+Sylvain+Johnson.epub'"
"15/01/2026 19:59:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Résistants+Allemands+Face+à+Hitler,+Les+-+Alain+Leclercq.epub'"
"15/01/2026 19:59:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Sacrifié+-+Henrik+Fexeus.epub'"
"15/01/2026 19:59:12","Batch-Delete-BigFileinEpub","<Action> Suppression de '3,28 MB.jpg' dans 'C:\Users\sense\Downloads\Un.Roman.Dont.Vous.Etes.La.Victime.Article.810.Sylvain.Johnson.2021.EPUB'"
"15/01/2026 19:59:12","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Yasuke,+le+samouraï+africain.epub'"
"17/01/2026 10:00:41","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"17/01/2026 10:00:41","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Daniel+Kraus+-+Whalefall.epub'"
"17/01/2026 10:00:41","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Jean-Philippe+Daguerre+-+La+femme+qui+n'aimait+pas+Rabbi+Jacob.epub'"
"17/01/2026 10:00:41","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Keigo+Higashino+-+Le+gardien+du+camphrier.epub'"
"17/01/2026 10:00:41","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Lionel+Shriver+-+Hystérie+collective.epub'"
"17/01/2026 10:00:41","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\images\4.80 MB.jpg' dans 'C:\Users\sense\Downloads\Ménagerie+domestique+-+Marcel+Jouhandeau.epub'"
"17/01/2026 10:00:41","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Sans+ame+ni+-+Michael+Connelly.epub'"
"17/01/2026 10:00:41","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Tarik+Noui+-+Cathédrale.epub'"
"19/01/2026 21:52:54","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"19/01/2026 21:52:55","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content (2)' dans 'C:\Users\sense\Downloads\La+Gestion+de+la+colère+pour+les+Nuls.epub'"
"19/01/2026 21:52:55","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Libérez-vous+de+votre+addiction+-+Fabien+Olicard.epub'"
"22/01/2026 19:25:47","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"22/01/2026 19:25:48","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Baba+Yaga+a+pondu+un+oeuf.epub'"
"22/01/2026 19:25:48","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Bartabas+-+Les+cogne-trottoirs.epub'"
"22/01/2026 19:25:48","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Chair+-+David+Szalay.epub'"
"22/01/2026 19:25:48","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Colombe+Schneck+-+Philip+&+moi.epub'"
"22/01/2026 19:25:48","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\image\3.2 MB.jpg' dans 'C:\Users\sense\Downloads\Créatures+du+chaos+_+Le+vampire+de+la+Havane+-+Bryan+Perro.epub'"
"22/01/2026 19:25:48","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Eros.epub'"
"22/01/2026 19:25:48","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Fabrice+Colin+-+Sept+jours.epub'"
"22/01/2026 19:25:48","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Je+suis+Romane+Monnier+-+Delphine+de+Vigan.epub'"
"22/01/2026 19:25:48","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content (2)' dans 'C:\Users\sense\Downloads\Judith+Godrèche+-+Prière+de+remettre+en+ordre+avant+de+quitter+les+lieux.epub'"
"22/01/2026 19:25:49","Batch-Delete-BigFileinEpub","<Action> Suppression de '4.60 MB.jpg' dans 'C:\Users\sense\Downloads\La+Promesse+des+tenebres+-+Chattam,+Maxime.epub'"
"22/01/2026 19:25:49","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content (2)' dans 'C:\Users\sense\Downloads\Le+Restaurant+des+jours+heureux+-+Yoko+Mure.epub'"
"22/01/2026 19:25:49","Batch-Delete-BigFileinEpub","<Action> Suppression de '4.80 MB.jpg' dans 'C:\Users\sense\Downloads\Lord+Démon+-+Roger+Zelazny.epub'"
"22/01/2026 19:25:49","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Marion+Fayolle+-+Petit+fruit.epub'"
"22/01/2026 19:25:49","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Nicolas+Delesalle+-+L'art+du+ricochet.epub'"
"22/01/2026 19:25:49","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Sandro+Veronesi+-+Septembre+noir.epub'"
"22/01/2026 19:25:49","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content (2)' dans 'C:\Users\sense\Downloads\Tom+Hanks+-+Naissance+d'un+chef-d'œuvre+du+cinéma.epub'"
"23/01/2026 20:02:21","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"23/01/2026 20:02:21","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Lâcher+les+chiens+-+Antonin+Feurté.epub'"
"23/01/2026 20:02:21","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Les+Explorateurs+-+Iegor+Gran.epub'"
"23/01/2026 20:02:21","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Les+Voies+Souterraines+-+Sylvain+Kermici.epub'"
"25/01/2026 14:30:03","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"25/01/2026 14:30:04","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Ils+savent+tout+de+vous+-+Iain+Levison.epub'"
"25/01/2026 14:30:04","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Ils+savent+tout+de+vous+-+Iain+Levison(1).epub'"
"25/01/2026 14:30:04","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\L'affaire+James+Cooper+-+Une+enquête+de+Joseph+Hall.epub'"
"25/01/2026 14:30:04","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Le+coup+de+feu+qui+a+changé+le+monde+-+Sebastian+Mork.epub'"
"25/01/2026 14:30:04","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Le+nord+à+contre-jour+-+Aude+Seigne.epub'"
"25/01/2026 14:30:04","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Le+nord+à+contre-jour+-+Aude+Seigne(1).epub'"
"25/01/2026 14:30:04","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Peter+Buwalda+-+Les+Fils+d'Otmar.epub'"
"29/01/2026 22:23:09","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"29/01/2026 22:23:10","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Chimère+-+Julie+Wolkenstein.epub'"
"29/01/2026 22:23:10","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\images\4.20 MB.jpg' dans 'C:\Users\sense\Downloads\Elizabeth+L.+Silver+-+L'exécution+de+Noa+P.+Singleton.epub'"
"29/01/2026 22:23:10","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content (2)' dans 'C:\Users\sense\Downloads\Fou+de+la+Reine+-+Kentin+Jarno+.epub'"
"29/01/2026 22:23:10","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Je+ne+te+trouverai+pas+deux+fois+dans+ce+même+corps+-+Kettly+Mars.epub'"
"29/01/2026 22:23:10","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Images\4.20 MB.jpg' dans 'C:\Users\sense\Downloads\joueuse+de+cithare,+La+-+royaume+des+trois,+Le+1+-+Joan+He.epub'"
"29/01/2026 22:23:10","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\La+joueuse+d'échecs+-+Mitra+Hejazipour.epub'"
"29/01/2026 22:23:10","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\La+mort+à+nu+-+Simon+Beckett.epub'"
"29/01/2026 22:23:10","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\La+voie+-+Gabriel+Tallent.epub'"
"29/01/2026 22:23:10","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Le+koala+tueur.epub'"
"29/01/2026 22:23:10","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content (2)' dans 'C:\Users\sense\Downloads\Le+magicien,+l'affaire+Jubillar+-+Pascal+Dague.epub'"
"29/01/2026 22:23:10","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Le+poing+armé+de+Dieu+-+Prolongeau,+Hubert.epub'"
"29/01/2026 22:23:10","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content (2)' dans 'C:\Users\sense\Downloads\Lettres+à+mes+amis+français+-+Stefan+Zweig.epub'"
"29/01/2026 22:23:10","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Méchante+-+Karine+Sulpice.epub'"
"29/01/2026 22:23:11","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\4.20 MB.jpg' dans 'C:\Users\sense\Downloads\Operation+Tannenbaum+-+Amblard+Jean-Francois.epub'"
"29/01/2026 22:23:11","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Poussière+d'os+-+Simon+Beckett.epub'"
"29/01/2026 22:23:11","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Venise,+millefleurs+-+Ryoko+Sekiguchi.epub'"
"30/01/2026 19:48:53","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"30/01/2026 19:48:53","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Civilisation+française+-+Jean-Michel+Blanquer.epub'"
"30/01/2026 19:48:53","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\La+Chine+de+Xi+Jinping++Menace+pour+la+paix+et+lordre+mondial.epub'"
"30/01/2026 19:48:53","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\La+fabrique+du+mensonge+criminel+-+Philippe+Gaudin.epub'"
"30/01/2026 19:48:53","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Le+nouvel+ordre+post-occidental.epub'"
"30/01/2026 19:48:54","Batch-Delete-BigFileinEpub","<Action> Suppression de '4.60 MB.jpg' dans 'C:\Users\sense\Downloads\Ne.Jamais.Trembler.2026.Stephen.King.epub'"
"30/01/2026 19:48:54","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content (2)' dans 'C:\Users\sense\Downloads\Quand+l'Afrique+bascule.epub'"
"30/01/2026 19:48:54","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Tracer+sa+voie+dans+l'incertitude.epub'"
"01/02/2026 17:47:47","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"01/02/2026 17:47:47","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Le+casse+ultime+-+Don+Winslow.epub'"
"01/02/2026 17:47:47","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Les+années+souterraines+-+Hugo+Lindenberg.epub'"
"07/02/2026 11:52:28","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"07/02/2026 11:52:28","Batch-Delete-BigFileinEpub","<Action> Suppression de '4.70 MB.jpg' dans 'C:\Users\sense\Downloads\Ambre++Daphné+(Alycia+Bouëdron).epub'"
"07/02/2026 11:52:29","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Casciani+Théo+-+Insula.epub'"
"07/02/2026 11:52:29","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\L'abolition+des+privilèges+-+Bertrand+Guillot.epub'"
"07/02/2026 11:52:29","Batch-Delete-BigFileinEpub","<Action> Suppression de 'images\4.10 MB.jpg' dans 'C:\Users\sense\Downloads\L'Affaire+Bojarski,+le+Maitre+de+la+Fausse+Monnaie.epub'"
"07/02/2026 11:52:29","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\La+poétesse+-+Ying+Chen.epub'"
"07/02/2026 11:52:29","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\La+Vénus+anatomique+-+Xavier+Mauméjean.epub'"
"07/02/2026 11:52:29","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Le+test+de+Rungholt+-+Laurent+Genefort.epub'"
"07/02/2026 11:52:29","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Malgorzata+Lebda+-+Vorace.epub'"
"07/02/2026 11:52:29","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Nicolas+Chemla+-+L'ensorcelé.epub'"
"07/02/2026 11:52:29","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Pascal+Quignard+-+Il+n'y+a+pas+de+place+pour+la+mort.epub'"
"07/02/2026 11:52:29","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Tristan+Jordis+-+Avant+la+guerre.epub'"
"07/02/2026 11:52:29","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Valentin+Retz+-+La+longue+vie.epub'"
"07/02/2026 20:29:29","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"07/02/2026 20:29:29","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\La+fin+du+voyage+-+Arnaldur+Indridason.epub'"
"07/02/2026 20:29:29","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Images\4,71 MB.jpg' dans 'C:\Users\sense\Downloads\Le+roi+et+l'horloger+-+Arnaldur+Indridason.epub'"
"08/02/2026 18:17:37","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"08/02/2026 18:17:38","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Catharsis+-+Hugo+Tonnerieux.epub'"
"08/02/2026 18:17:38","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Heureux+qui+comme+Alyce+-+Jeremy+Bouquin.epub'"
"08/02/2026 18:17:38","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Ton+cadavre+exquis+-+Marion+Quantin.epub'"
"08/02/2026 18:37:41","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"08/02/2026 18:37:48","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"12/02/2026 19:42:09","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"12/02/2026 19:42:09","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\A+la+chaîne+-+Eli+Cranor.epub'"
"12/02/2026 19:42:09","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Ghostman+-+Roger+Hobbs.epub'"
"12/02/2026 19:42:09","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Silences+funestes+en+Haute+Ariège.epub'"
"13/02/2026 19:33:35","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"13/02/2026 19:33:36","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\64+-+Olivier+Grimoult.epub'"
"13/02/2026 19:33:36","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content (2)' dans 'C:\Users\sense\Downloads\Miss+Kim+-+Nam-Joo+Cho.epub'"
"15/02/2026 14:16:07","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"15/02/2026 14:16:08","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Bénédicte+Belpois+-+Morvan.epub'"
"15/02/2026 14:16:08","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\images\5 MB.jpg' dans 'C:\Users\sense\Downloads\Je+ne+suis+pas+malheureux-Franz+Bartelt.epub'"
"15/02/2026 14:16:08","Batch-Delete-BigFileinEpub","<Action> Suppression de 'EPUB 5+MB.jpg' dans 'C:\Users\sense\Downloads\Le+dossier+1569+(Jørn+Lier+Horst).epub'"
"15/02/2026 14:16:08","Batch-Delete-BigFileinEpub","<Action> Suppression de '4.90 MB.jpg' dans 'C:\Users\sense\Downloads\Les+nœuds.Franz+Bartelt.epub'"
"15/02/2026 14:16:08","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Lettres+de+la+papeterie+de+Ginza+-+Kenji+Ueda.epub'"
"15/02/2026 14:16:08","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Images\4.50 MB.jpg' dans 'C:\Users\sense\Downloads\Plongée+dans+le+réseau+Ghost+in+the+Shell+-+Analyse+littéraire+-+Rémi+Lopez+-+2021+-+Third+Editions+-+Epub+Fr+-+NNL.epub'"
"15/02/2026 14:16:27","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"15/02/2026 14:16:27","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Freida+McFadden+-+La+Locataire.epub'"
"15/02/2026 19:33:48","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"15/02/2026 19:33:48","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Misc\Adrian McKinty - Ne me cherche pas demain (2021) Fr.epub' dans 'C:\Users\sense\Downloads\Les+figurants.Delphine+de+Vigan.epub'"
"20/02/2026 22:26:41","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"20/02/2026 22:26:42","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Charles+Dantzig+-+Inventaire+de+la+Basse+Période.epub'"
"20/02/2026 22:26:42","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Charles+Dantzig+-+ROTOTO+Ier.epub'"
"20/02/2026 22:26:42","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Les+secrets+de+Sodome+-+David+Alliot.epub'"
"20/02/2026 22:26:42","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Silence+sacré+-+Frédérique+Kaba.epub'"
"25/02/2026 19:53:31","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"25/02/2026 19:53:32","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Avant+que+tombe+la+nuit+-+Eva+Björg+Ægisdóttir.epub'"
"25/02/2026 19:53:32","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\China+Mieville+&+Keanu+Reeves+-+Le+livre+d'ailleurs.epub'"
"25/02/2026 19:53:32","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Images\4 MB.jpg' dans 'C:\Users\sense\Downloads\Jean-Michel+Calvez+-+Contact+01+-+IF+837.epub'"
"25/02/2026 19:53:32","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\La+montagne+ardente+-+Philippe+Manevy.epub'"
"25/02/2026 19:53:32","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Trace+-+Geneviève+Damas.epub'"
"26/02/2026 19:28:37","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"26/02/2026 19:28:38","Batch-Delete-BigFileinEpub","<Action> Suppression de '4,71 MB.jpg' dans 'C:\Users\sense\Downloads\Harlem-Shuffle-Colson-Whitehead.epub'"
"26/02/2026 19:28:38","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\images\4 MB.jpg' dans 'C:\Users\sense\Downloads\Retour+en+Afrique.epub'"
"26/02/2026 19:28:38","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Te+changer+toi+peut+tout+changer+-+Thomas+d'Ansembourg.epub'"
"27/02/2026 18:31:33","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"27/02/2026 18:31:34","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\Misc\t4-sombre-force_bookys.epub' dans 'C:\Users\sense\Downloads\l-avant-poste-t1_bookys.epub'"
"28/02/2026 12:36:02","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"28/02/2026 12:36:03","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Misc\04. FOURTH WING by Rebecca Yarros.epub' dans 'C:\Users\sense\Downloads\la-famille-rosenthal_bookys.epub'"
"02/03/2026 13:18:34","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"02/03/2026 13:18:35","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\4 MB.jpg' dans 'C:\Users\sense\Downloads\Evaluer+le+TDAH+-+Maeva+Roulin+2025.epub'"
"02/03/2026 13:18:35","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Misc\ni-le-jour-ni-l-heure-bookys.epub' dans 'C:\Users\sense\Downloads\notre-homme-a-la-havane-trad-claro-2026_bookys.epub'"
"02/03/2026 13:18:35","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Regulation+emotionnelle+du+TDAH+-+Ogley,+Alanna.epub'"
"02/03/2026 13:18:35","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\images\4.60 MB.jpg' dans 'C:\Users\sense\Downloads\Sandrine+Lucchini+-+V+comme_.+-+(janv.,+2026).epub'"
"02/03/2026 13:18:35","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content (2)' dans 'C:\Users\sense\Downloads\TDAH+pour+les+Nuls,+grand+format,+Le+-+Jeff+Strong,+Carol+MacHendrie.epub'"
"03/03/2026 18:37:09","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"03/03/2026 18:37:09","Batch-Delete-BigFileinEpub","<Action> Suppression de 'content' dans 'C:\Users\sense\Downloads\Précipice -- Denjean, Céline -- PT, 2023 -- Michel Lafon -- 9782749953953 -- ec2edfc96f047a18d1baaf3a0325c911 -- Anna’s Archive.epub'"
"06/03/2026 22:55:36","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"06/03/2026 22:55:36","Batch-Delete-BigFileinEpub","<Action> Suppression de 'misc\Salamandre et dragone.epub' dans 'C:\Users\sense\Downloads\comment-dire-aux-gens-bookys.epub'"
"06/03/2026 22:55:36","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\cover\4.80 MB.jpg' dans 'C:\Users\sense\Downloads\Conversations+américaines+-+Jean-Claude+Michéa.epub'"
"06/03/2026 22:55:36","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\Misc\Salamandre et dragone.epub' dans 'C:\Users\sense\Downloads\les-morts-ne-chantent-pas_bookys.epub'"
"06/03/2026 23:02:58","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"06/03/2026 23:02:58","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\Misc\The Week US • March 06, 2026.pdf' dans 'C:\Users\sense\Downloads\la-guerre-des-dragons-t1-le-reveil-des-tenebres_books.epub'"
"07/03/2026 20:13:48","Batch-Delete-BigFileinEpub","<Appel> BatchFindBigFileinEpub"
"07/03/2026 20:13:48","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\Misc\un-thriller-lucy-crimson-t3-dans-la-peau_bookys.epub' dans 'C:\Users\sense\Downloads\des-bourreaux-bookys.epub'"
"07/03/2026 20:13:48","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OEBPS\Misc\hamish-macbeth-t-27-meurtres-en-cascade_bookys.epub' dans 'C:\Users\sense\Downloads\Khadra__Yasmina_-_prieur_de_Bethleem__Le_-_-.epub'"
"07/03/2026 20:13:48","Batch-Delete-BigFileinEpub","<Action> Suppression de 'Misc\fae-alchimie-t1-quicksilver-bookys.epub' dans 'C:\Users\sense\Downloads\la-peche-au-chalut-bookys.epub'"
"07/03/2026 20:13:48","Batch-Delete-BigFileinEpub","<Action> Suppression de 'OPS\misc\un-thriller-lucy-crimson-t3-dans-la-peau_bookys.epub' dans 'C:\Users\sense\Downloads\le-jour-de-guerre-est-arrive_bookys.epub'"
